 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	 -1.00	
 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	 -0.98	
 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	 -0.95	
 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	 -0.92	
 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	 -0.90	
 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	 -0.88	
 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	 -0.85	
 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	 -0.82	
 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	 -0.80	
 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	 -0.78	
 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	 -0.75	
 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	 -0.72	
 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	 -0.70	
 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	 -0.68	
 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	 -0.65	
 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	 -0.62	
 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	 -0.60	
 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	 -0.58	
 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	 -0.55	
 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	 -0.52	
 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	 -0.50	
